date,demand_gwh,temperature_c,humidity_pct
2022-12-22,265.35,16.9,51.4
2022-12-23,358.14,11.5,54.1
2022-12-24,249.17,18.0,51.2
2022-12-25,304.73,14.5,56.5
2022-12-26,319.94,13.5,52.5
2022-12-27,297.96,16.1,64.2
2022-12-28,305.44,15.7,49.1
2022-12-29,298.97,13.8,46.3
2022-12-30,306.29,14.5,41.2
2022-12-31,373.16,11.5,53.7
2023-01-01,336.55,12.9,62.4
2023-01-02,328.02,12.8,48.0
2023-01-03,292.9,14.4,57.3
2023-01-04,360.06,11.6,52.2
2023-01-05,381.3,11.5,51.7
2023-01-06,557.11,7.3,65.2
2023-01-07,297.17,14.7,62.4
2023-01-08,452.04,9.4,56.5
2023-01-09,409.26,10.6,62.1
2023-01-10,322.62,12.3,47.5
2023-01-11,389.88,10.9,59.9
2023-01-12,279.06,14.4,52.8
2023-01-13,307.09,13.5,66.7
2023-01-14,654.73,5.3,51.4
2023-01-15,453.22,10.2,60.1
2023-01-16,431.5,9.6,70.1
2023-01-17,553.78,6.9,68.7
2023-01-18,505.16,8.0,67.2
2023-01-19,497.18,8.3,58.4
2023-01-20,445.98,9.9,70.8
2023-01-21,394.83,10.9,58.2
2023-01-22,467.2,9.5,62.7
2023-01-23,456.13,9.8,71.4
2023-01-24,356.03,12.1,64.4
2023-01-25,648.75,6.3,64.7
2023-01-26,549.92,7.3,69.5
2023-01-27,574.39,7.7,56.5
2023-01-28,525.08,7.6,57.3
2023-01-29,478.56,8.4,63.9
2023-01-30,523.75,8.0,59.8
2023-01-31,433.24,9.9,48.8
2023-02-01,690.46,5.0,74.9
2023-02-02,543.4,7.5,63.0
2023-02-03,539.85,8.2,56.6
2023-02-04,693.0,4.6,75.7
2023-02-05,508.85,8.2,68.9
2023-02-06,759.81,4.2,64.3
2023-02-07,688.12,5.0,57.7
2023-02-08,752.51,4.1,71.5
2023-02-09,616.24,6.3,73.1
2023-02-10,546.39,7.8,59.9
2023-02-11,789.18,3.6,66.9
2023-02-12,515.47,8.1,83.8
2023-02-13,856.79,2.8,58.1
2023-02-14,752.29,3.8,72.6
2023-02-15,629.26,5.7,68.6
2023-02-16,757.88,4.3,65.3
2023-02-17,646.99,5.6,66.3
2023-02-18,1124.62,-0.4,75.0
2023-02-19,771.13,3.7,76.6
2023-02-20,1005.42,0.9,75.8
2023-02-21,690.9,4.8,59.6
2023-02-22,1040.21,0.5,73.9
2023-02-23,792.18,3.6,70.3
2023-02-24,993.22,1.1,70.2
2023-02-25,716.36,4.9,71.9
2023-02-26,1093.89,-0.2,70.6
2023-02-27,1038.12,0.3,72.5
2023-02-28,970.32,1.2,63.7
2023-03-01,923.64,2.1,72.0
2023-03-02,1093.82,-0.2,75.0
2023-03-03,1167.37,-0.9,64.7
2023-03-04,965.08,1.7,75.3
2023-03-05,1008.42,1.2,81.4
2023-03-06,1156.4,-0.7,74.7
2023-03-07,996.67,1.1,74.1
2023-03-08,900.18,2.0,77.8
2023-03-09,1219.84,-1.5,75.3
2023-03-10,1305.64,-2.1,88.3
2023-03-11,1014.18,1.2,87.5
2023-03-12,1005.9,0.8,79.4
2023-03-13,980.98,1.2,85.4
2023-03-14,1117.64,-0.4,74.3
2023-03-15,1090.14,-0.1,74.6
2023-03-16,976.03,1.1,71.8
2023-03-17,1249.92,-1.8,76.5
2023-03-18,1008.3,0.7,66.5
2023-03-19,1134.89,-0.4,68.7
2023-03-20,1099.79,-0.0,79.4
2023-03-21,1220.78,-1.4,81.7
2023-03-22,797.99,3.2,67.5
2023-03-23,1222.86,-1.3,69.9
2023-03-24,1114.84,-0.7,72.9
2023-03-25,1176.78,-1.1,71.5
2023-03-26,1254.4,-1.9,70.2
2023-03-27,1292.76,-2.2,73.2
2023-03-28,1161.73,-1.1,68.9
2023-03-29,1518.36,-4.5,83.2
2023-03-30,1024.72,0.5,67.7
2023-03-31,906.44,2.3,72.8
2023-04-01,909.75,1.8,75.5
2023-04-02,1070.85,-0.2,63.2
2023-04-03,1034.19,0.4,83.0
2023-04-04,945.11,1.6,74.0
2023-04-05,908.2,2.2,75.0
2023-04-06,1154.99,-0.7,67.6
2023-04-07,1224.37,-1.3,77.5
2023-04-08,1633.47,-5.3,82.4
2023-04-09,1271.65,-2.0,79.0
2023-04-10,1291.59,-2.4,75.0
2023-04-11,1091.77,-0.2,79.8
2023-04-12,1665.12,-5.4,75.9
2023-04-13,930.62,1.6,70.1
2023-04-14,1447.84,-3.7,69.6
2023-04-15,927.49,1.7,69.8
2023-04-16,1207.25,-1.2,79.4
2023-04-17,1412.64,-3.3,77.4
2023-04-18,1205.87,-1.3,85.7
2023-04-19,1249.57,-1.3,68.7
2023-04-20,1457.29,-3.7,72.2
2023-04-21,1073.15,-0.1,71.6
2023-04-22,1514.74,-4.1,83.4
2023-04-23,1186.72,-1.2,71.7
2023-04-24,1321.83,-2.4,77.9
2023-04-25,984.44,1.0,70.7
2023-04-26,1319.56,-2.7,67.2
2023-04-27,1292.91,-2.1,79.1
2023-04-28,1246.19,-1.9,79.2
2023-04-29,1191.75,-1.1,84.2
2023-04-30,1218.67,-1.6,70.7
2023-05-01,1376.35,-3.0,70.4
2023-05-02,1315.29,-2.4,81.5
2023-05-03,1230.83,-1.5,84.3
2023-05-04,1276.38,-2.1,61.6
2023-05-05,964.21,1.4,74.2
2023-05-06,1416.3,-3.7,67.5
2023-05-07,904.71,1.8,61.8
2023-05-08,1317.81,-2.4,68.9
2023-05-09,1008.48,0.7,72.1
2023-05-10,1214.16,-1.3,71.5
2023-05-11,873.36,2.6,67.4
2023-05-12,950.91,1.4,69.5
2023-05-13,1497.97,-4.2,71.1
2023-05-14,1256.86,-1.9,70.8
2023-05-15,933.91,1.8,78.0
2023-05-16,1102.07,-0.1,74.9
2023-05-17,1124.75,-0.7,75.9
2023-05-18,1085.36,-0.2,66.0
2023-05-19,1072.89,0.1,74.9
2023-05-20,1057.15,0.3,68.9
2023-05-21,1029.31,0.6,64.2
2023-05-22,1124.34,-0.5,67.6
2023-05-23,1081.63,-0.0,60.2
2023-05-24,929.93,1.6,79.0
2023-05-25,1338.36,-2.6,70.2
2023-05-26,1332.33,-2.8,58.5
2023-05-27,1235.45,-1.6,62.1
2023-05-28,1036.18,0.4,67.1
2023-05-29,1038.61,0.4,61.9
2023-05-30,892.09,2.5,66.4
2023-05-31,1108.88,-0.6,61.6
2023-06-01,748.76,4.0,76.0
2023-06-02,770.27,4.0,65.0
2023-06-03,669.6,5.4,68.5
2023-06-04,921.8,1.9,62.7
2023-06-05,845.78,3.0,75.4
2023-06-06,1144.82,-0.8,56.4
2023-06-07,759.48,4.2,64.7
2023-06-08,818.14,3.2,62.5
2023-06-09,797.95,3.2,57.1
2023-06-10,921.07,1.8,60.5
2023-06-11,862.64,2.7,68.9
2023-06-12,920.17,2.2,69.4
2023-06-13,688.39,4.9,67.7
2023-06-14,827.17,3.1,57.5
2023-06-15,667.72,5.6,62.2
2023-06-16,654.32,5.8,52.4
2023-06-17,693.03,5.5,49.9
2023-06-18,718.75,4.8,64.7
2023-06-19,912.63,1.8,65.3
2023-06-20,864.99,2.7,61.9
2023-06-21,596.37,6.4,53.7
2023-06-22,857.03,2.9,59.1
2023-06-23,746.8,4.2,56.2
2023-06-24,578.5,7.0,47.1
2023-06-25,859.15,2.4,44.9
2023-06-26,549.31,6.9,58.0
2023-06-27,650.11,5.4,55.8
2023-06-28,606.24,6.4,58.9
2023-06-29,621.65,5.9,49.5
2023-06-30,610.52,5.8,49.8
2023-07-01,602.15,6.6,62.7
2023-07-02,496.11,8.5,59.3
2023-07-03,880.24,2.3,35.0
2023-07-04,707.71,4.6,49.1
2023-07-05,515.72,8.1,54.1
2023-07-06,519.76,7.7,54.5
2023-07-07,494.01,8.5,52.5
2023-07-08,595.59,6.5,56.3
2023-07-09,569.57,6.8,54.2
2023-07-10,373.34,11.4,53.4
2023-07-11,427.41,9.2,59.7
2023-07-12,682.4,5.1,47.4
2023-07-13,504.55,8.6,52.3
2023-07-14,623.76,5.9,47.5
2023-07-15,370.16,11.2,49.6
2023-07-16,365.64,11.0,48.9
2023-07-17,442.2,9.3,58.4
2023-07-18,424.32,9.5,53.3
2023-07-19,299.59,12.5,44.6
2023-07-20,348.89,11.1,52.0
2023-07-21,461.47,9.2,32.6
2023-07-22,326.65,13.7,51.2
2023-07-23,371.77,11.6,51.9
2023-07-24,319.45,11.9,44.0
2023-07-25,453.96,9.5,45.3
2023-07-26,353.57,12.6,50.9
2023-07-27,420.92,9.2,57.3
2023-07-28,302.13,14.7,54.8
2023-07-29,304.6,14.5,48.6
2023-07-30,483.34,8.3,43.8
2023-07-31,295.45,13.4,42.9
2023-08-01,265.18,14.7,45.0
2023-08-02,337.11,12.7,48.8
2023-08-03,284.99,14.7,53.9
2023-08-04,265.25,16.3,44.6
2023-08-05,288.09,13.1,45.2
2023-08-06,350.35,11.6,41.1
2023-08-07,275.58,14.9,45.5
2023-08-08,291.31,14.6,51.6
2023-08-09,235.66,18.1,38.0
2023-08-10,475.53,9.0,37.8
2023-08-11,296.29,14.0,40.9
2023-08-12,305.52,14.2,52.3
2023-08-13,272.26,15.9,49.9
2023-08-14,308.09,12.9,41.2
2023-08-15,303.98,15.3,39.0
2023-08-16,285.45,16.9,27.1
2023-08-17,316.98,14.1,42.6
2023-08-18,251.2,15.0,44.3
2023-08-19,298.41,13.2,34.5
2023-08-20,358.14,12.6,41.3
2023-08-21,309.75,15.2,39.2
2023-08-22,271.7,15.3,28.4
2023-08-23,264.3,17.5,26.5
2023-08-24,246.77,18.1,39.5
2023-08-25,276.4,18.1,44.2
2023-08-26,294.82,22.5,36.3
2023-08-27,279.89,18.5,41.6
2023-08-28,283.6,18.9,37.2
2023-08-29,264.94,15.9,43.3
2023-08-30,249.67,18.4,43.5
2023-08-31,300.06,19.2,39.5
2023-09-01,280.0,16.1,35.0
2023-09-02,268.93,15.5,34.6
2023-09-03,267.61,18.8,36.5
2023-09-04,264.68,19.1,36.8
2023-09-05,277.38,18.4,37.5
2023-09-06,260.76,19.4,35.1
2023-09-07,269.52,18.5,36.2
2023-09-08,287.23,18.0,47.8
2023-09-09,271.31,19.1,35.6
2023-09-10,296.27,21.8,31.7
2023-09-11,265.06,19.4,27.7
2023-09-12,259.05,20.4,47.6
2023-09-13,290.72,21.6,44.1
2023-09-14,270.13,20.7,20.3
2023-09-15,274.17,18.7,37.8
2023-09-16,263.61,17.4,42.4
2023-09-17,274.23,20.3,37.2
2023-09-18,255.49,20.0,39.8
2023-09-19,272.66,15.9,44.6
2023-09-20,246.82,19.9,29.9
2023-09-21,305.87,22.2,44.8
2023-09-22,278.69,20.9,29.5
2023-09-23,246.99,19.9,40.5
2023-09-24,293.27,21.3,41.8
2023-09-25,321.52,22.2,34.1
2023-09-26,279.71,22.8,29.4
2023-09-27,294.06,21.0,40.0
